trade_id,timestamp,ticker,side,qty,price,trader,venue
T702081,2024-12-20 15:46:00,KO,BUY,3900.0,65.0348,silva.m,BATS
T702889,2024-11-27 12:38:00,BP.L,BUY,2900.0,4.9069,haddad.y,XNYS
T702867,2024-11-22 13:12:00,BP.L,BUY,1800.0,4.9158,okafor.a,XNAS
T701429,2024-12-12 14:13:00,GS,BUY,400.0,445.7915,silva.m,BATS
T703025,2024-12-27 15:19:00,BP.L,BUY,3300.0,4.3177,okafor.a,BATS
T700539,2024-12-16 10:25:00,MSFT,SELL,500.0,253.8974,novak.p,XNAS
T702845,2024-11-19 09:38:00,BP.L,BUY,300.0,4.7135,silva.m,XNYS
T700296,2024-12-31 15:46:00,AAPL,SELL,2200.0,,kim.r,XNYS
T702059,2024-12-17 14:47:00,KO,BUY,2100.0,65.4374,silva.m,XNYS
T701235,2024-10-31 11:52:00,GS,BUY,22.0,482.622,okafor.a,XNYS
T702799,2024-11-08 11:49:00,BP.L,BUY,4100.0,4.492,kim.r,XNYS
T702505,2024-11-12 14:43:00,TSLA,SELL,600.0,211.7229,kim.r,XNAS
T702443,2024-10-31 14:12:00,TSLA,BUY,4400.0,236.8349,kim.r,XNYS
T702358,2024-12-17 11:13:00,PG,SELL,300.0,152.7774,novak.p,XNAS
T700224,2024-12-16 15:32:00,AAPL,BUY,200.0,399.3334,novak.p,XNAS
T700798,2024-12-05 13:22:00,NVDA,BUY,3200.0,1099.4054,okafor.a,DARK
T702086,2024-12-23 11:39:00,KO,SELL,2500.0,65.0036,kim.r,XNAS
T702526,2024-11-15 13:22:00,TSLA,BUY,3200.0,209.0086,haddad.y,XNAS
T701083,2024-12-03 14:42:00,JPM,SELL,100.0,302.9653,silva.m,BATS
T701464,2024-12-19 14:34:00,GS,SELL,2800.0,481.5177,kim.r,BATS
T701040,2024-11-22 11:57:00,JPM,BUY,4000.0,306.1087,novak.p,XNAS
T701189,2024-12-24 14:05:00,JPM,BUY,3600.0,336.3261,kim.r,XNYS
T700361,2024-11-08 11:45:00,MSFT,SELL,3900.0,244.4922,kim.r,XNAS
T701549,2024-11-04 11:33:00,XOM,SELL,16.0,101.1525,haddad.y,BATS
T703035,2024-12-31 10:35:00,BP.L,SELL,4300.0,4.2171,silva.m,XNYS
T702761,2024-10-31 11:01:00,BP.L,BUY,1800.0,4.5384,okafor.a,BATS
T701418,2024-12-10 15:09:00,GS,SELL,15.0,453.1618,novak.p,XNAS
T700877,2024-12-23 09:37:00,NVDA,BUY,3100.0,1022.0915,kim.r,XNYS
T700804,2024-12-06 10:32:00,NVDA,SELL,4200.0,1120.3648,silva.m,XNYS
T700676,2024-11-11 10:35:00,NVDA,BUY,3000.0,1243.5256,novak.p,XNAS
T702773,2024-11-04 11:09:00,BP.L,BUY,1200.0,4.596,silva.m,XNYS
T702580,2024-11-27 11:10:00,TSLA,SELL,2600.0,185.9142,novak.p,BATS
T701170,2024-12-20 12:52:00,JPM,BUY,2400.0,337.0719,silva.m,XNAS
T701297,2024-11-14 13:46:00,GS,SELL,3100.0,477.1227,silva.m,XNYS
T701166,2024-12-20 09:37:00,JPM,BUY,300.0,330.1597,novak.p,XNYS
T701252,2024-11-04 15:02:00,GS,BUY,40.0,477.0108,silva.m,BATS
T701320,2024-11-19 15:15:00,GS,BUY,19.0,464.6955,haddad.y,BATS
T702254,2024-11-25 15:38:00,PG,BUY,1900.0,147.6551,silva.m,XNYS
T700984,2024-11-11 15:35:00,JPM,BUY,2700.0,285.8648,haddad.y,DARK
T701816,2024-12-31 13:16:00,XOM,SELL,42.0,98.1474,novak.p,BATS
T701881,2024-11-11 09:46:00,KO,SELL,1400.0,62.5341,novak.p,XNAS
T701444,2024-12-16 15:37:00,GS,SELL,2200.0,478.7887,haddad.y,XNAS
T701783,2024-12-23 15:28:00,XOM,SELL,18.0,94.1915,silva.m,DARK
T702942,2024-12-10 13:11:00,BP.L,BUY,1200.0,4.7465,silva.m,DARK
T700892,2024-12-26 11:08:00,NVDA,BUY,300.0,1094.9881,kim.r,XNYS
T702623,2024-12-06 10:09:00,TSLA,BUY,1500.0,199.9607,okafor.a,BATS
T701608,2024-11-15 15:21:00,XOM,SELL,1400.0,97.6583,haddad.y,XNAS
T700858,2024-12-18 13:14:00,NVDA,SELL,900.0,981.9976,novak.p,XNAS
T702798,2024-11-08 10:17:00,BP.L,SELL,3200.0,4.508,haddad.y,XNYS
T701989,2024-12-03 15:59:00,KO,BUY,17.0,62.6252,kim.r,XNYS
T700672,2024-11-08 13:36:00,NVDA,BUY,4400.0,1265.1794,kim.r,XNAS
T702978,2024-12-17 15:55:00,BP.L,BUY,900.0,4.6341,kim.r,XNAS
T701502,2024-12-30 12:02:00,GS,BUY,200.0,536.6798,novak.p,XNYS
T700713,2024-11-18 15:50:00,NVDA,SELL,500.0,1254.3472,okafor.a,DARK
T700717,2024-11-19 14:50:00,NVDA,SELL,2400.0,1251.709,kim.r,DARK
T700801,2024-12-05 15:48:00,NVDA,BUY,1400.0,1109.2225,okafor.a,BATS
T701337,2024-11-22 12:34:00,GS,BUY,3700.0,472.4376,silva.m,
T700582,2024-12-24 09:38:00,MSFT,SELL,3800.0,268.1118,silva.m,XNAS
T700943,2024-11-01 10:59:00,JPM,BUY,2900.0,297.2479,haddad.y,BATS
T700983,2024-11-11 15:28:00,JPM,BUY,2600.0,285.3022,silva.m,DARK
T702363,2024-12-18 09:37:00,PG,BUY,1800.0,151.9314,silva.m,XNYS
T701352,2024-11-26 14:07:00,GS,SELL,2400.0,484.1666,kim.r,XNAS
T701803,2024-12-27 13:34:00,XOM,SELL,4100.0,95.9579,novak.p,BATS
T701389,2024-12-04 12:33:00,GS,SELL,4300.0,527.7044,novak.p,BATS
T702495,2024-11-08 15:55:00,TSLA,BUY,1800.0,213.1651,novak.p,DARK
T702413,2024-12-30 13:33:00,PG,BUY,1100.0,160.0158,silva.m,DARK
T701578,2024-11-08 15:45:00,XOM,SELL,400.0,94.1915,silva.m,XNAS
T701453,2024-12-18 09:51:00,GS,BUY,1300.0,485.9201,silva.m,BATS
T702731,2024-12-30 09:57:00,TSLA,BUY,800.0,208.3151,haddad.y,BATS
T701541,2024-11-01 12:24:00,XOM,SELL,1400.0,104.5932,okafor.a,XNYS
T702564,2024-11-22 14:45:00,TSLA,BUY,3300.0,193.3988,okafor.a,XNAS
T701275,2024-11-08 15:15:00,GS,BUY,1600.0,,kim.r,XNAS
T702986,2024-12-18 13:38:00,BP.L,SELL,2800.0,4.5593,silva.m,XNAS
T703020,2024-12-27 13:42:00,BP.L,SELL,100.0,4.3028,okafor.a,XNYS
T700430,2024-11-22 11:44:00,MSFT,SELL,1600.0,256.2991,kim.r,XNYS
T702718,2024-12-26 11:17:00,TSLA,BUY,1000.0,225.3125,kim.r,DARK
T701766,2024-12-19 09:42:00,XOM,BUY,200.0,95.6805,novak.p,BATS
T700275,2024-12-26 15:09:00,AAPL,SELL,1100.0,395.9118,haddad.y,BATS
T701010,2024-11-18 09:31:00,JPM,SELL,1200.0,293.6576,silva.m,XNAS
T701095,2024-12-05 10:56:00,JPM,BUY,600.0,306.7521,okafor.a,XNAS
T701039,2024-11-22 11:56:00,JPM,BUY,2100.0,306.2387,silva.m,XNYS
T700803,2024-12-06 09:50:00,NVDA,BUY,1000.0,1116.4565,novak.p,XNAS
T700416,2024-11-20 12:47:00,MSFT,SELL,1800.0,257.0058,novak.p,DARK
T702983,2024-12-18 11:19:00,BP.L,SELL,2500.0,4.5574,silva.m,XNAS
T702515,2024-11-14 11:31:00,TSLA,SELL,3900.0,213.8205,silva.m,XNYS
T702027,2024-12-10 15:47:00,KO,SELL,1300.0,63.8474,haddad.y,XNYS
T701242,2024-11-01 13:04:00,GS,BUY,4300.0,486.6158,haddad.y,XNAS
T700767,2024-11-29 12:16:00,NVDA,SELL,2100.0,1133.4128,kim.r,XNAS
T702842,2024-11-18 13:16:00,BP.L,BUY,2300.0,4.6452,kim.r,XNAS
T700426,2024-11-21 15:04:00,MSFT,BUY,1300.0,256.696,okafor.a,XNYS
T702608,2024-12-04 12:31:00,TSLA,BUY,900.0,199.8789,novak.p,XNAS
T702989,2024-12-19 12:20:00,BP.L,BUY,2800.0,4.5213,novak.p,XNAS
T702721,2024-12-26 15:20:00,TSLA,BUY,12.0,220.1615,okafor.a,BATS
T701382,2024-12-03 12:14:00,GS,BUY,100.0,520.3215,kim.r,XNYS
T701543,2024-11-01 13:36:00,XOM,BUY,4000.0,104.5136,novak.p,XNAS
T701167,2024-12-20 09:48:00,JPM,SELL,3300.0,330.5906,kim.r,XNAS
T702003,2024-12-05 12:07:00,KO,BUY,4400.0,63.7262,haddad.y,BATS
T702430,2024-10-29 12:29:00,TSLA,BUY,1600.0,240.5629,silva.m,XNYS
T700172,2024-12-05 09:58:00,AAPL,BUY,23.0,390.9702,novak.p,BATS
T701742,2024-12-13 14:36:00,XOM,BUY,700.0,96.0979,silva.m,BATS
T702853,2024-11-20 12:17:00,BP.L,BUY,2900.0,4.7295,haddad.y,BATS
T701192,2024-12-26 11:22:00,JPM,SELL,4000.0,338.1188,okafor.a,XNAS
T700110,2024-11-20 15:42:00,AAPL,BUY,1000.0,376.8101,silva.m,XNAS
T700070,2024-11-13 11:38:00,AAPL,BUY,1300.0,354.4966,kim.r,XNYS
T700356,2024-11-07 11:56:00,MSFT,SELL,2000.0,245.0001,kim.r,BATS
T702517,2024-11-14 14:33:00,TSLA,BUY,600.0,211.2457,silva.m,XNYS
T700444,2024-11-25 15:28:00,MSFT,BUY,38.0,253.9315,okafor.a,XNYS
T702372,2024-12-19 12:29:00,PG,BUY,1700.0,150.4614,kim.r,XNAS
T700841,2024-12-16 09:48:00,NVDA,SELL,200.0,1037.5097,haddad.y,DARK
T700369,2024-11-11 13:42:00,MSFT,SELL,1400.0,247.6104,silva.m,XNYS
T702241,2024-11-22 11:13:00,PG,SELL,3700.0,147.1385,okafor.a,DARK
T702162,2024-11-07 10:39:00,PG,BUY,2800.0,144.6308,kim.r,XNYS
T700034,2024-11-04 14:40:00,AAPL,SELL,3200.0,354.4751,silva.m,DARK
T701780,2024-12-23 10:23:00,XOM,SELL,4300.0,92.7372,haddad.y,XNYS
T701463,2024-12-19 13:43:00,GS,BUY,1400.0,483.6064,haddad.y,BATS
T702011,2024-12-06 13:19:00,KO,BUY,37.0,63.6289,haddad.y,XNYS
T702689,2024-12-19 13:21:00,TSLA,SELL,2400.0,216.3493,novak.p,XNAS
T701602,2024-11-14 13:49:00,XOM,SELL,900.0,96.7058,novak.p,XNAS
T700819,2024-12-10 12:45:00,NVDA,SELL,4300.0,1119.1784,silva.m,XNAS
T701475,2024-12-23 10:24:00,GS,BUY,2600.0,498.2739,haddad.y,BATS
T700259,2024-12-23 13:01:00,AAPL,BUY,900.0,397.0941,silva.m,XNAS
T702114,2024-12-31 10:06:00,KO,BUY,3200.0,68.599,kim.r,BATS
T700030,2024-11-04 09:54:00,AAPL,BUY,20.0,350.7311,novak.p,XNYS
T701276,2024-11-08 15:22:00,GS,BUY,4400.0,477.0703,haddad.y,XNAS
T700415,2024-11-20 12:41:00,MSFT,BUY,33.0,256.9601,haddad.y,XNYS
T701232,2024-10-31 09:53:00,GS,SELL,1500.0,479.4016,kim.r,XNAS
T700760,2024-11-27 11:58:00,NVDA,SELL,3100.0,1130.6988,silva.m,XNAS
T700118,2024-11-22 09:56:00,AAPL,SELL,39.0,369.5297,kim.r,XNAS
T700532,2024-12-13 09:49:00,MSFT,SELL,36.0,249.1833,kim.r,XNAS
T700375,2024-11-12 14:58:00,MSFT,SELL,3200.0,242.7236,haddad.y,XNAS
T701224,2024-10-30 10:47:00,GS,SELL,3400.0,479.7979,okafor.a,XNAS
T701203,2024-12-27 15:37:00,JPM,BUY,700.0,333.3762,silva.m,XNYS
T702599,2024-12-03 10:55:00,TSLA,BUY,2200.0,199.3842,haddad.y,XNAS
T702218,2024-11-19 09:40:00,PG,SELL,2500.0,143.9533,kim.r,XNYS
T701972,2024-11-29 12:54:00,KO,SELL,3800.0,62.3311,okafor.a,XNYS
T701802,2024-12-27 13:32:00,XOM,BUY,1500.0,96.0128,okafor.a,BATS
T700318,2024-11-01 09:30:00,MSFT,SELL,4000.0,265.9766,okafor.a,BATS
T701759,2024-12-18 09:41:00,XOM,BUY,2100.0,94.9256,silva.m,XNYS
T700651,2024-11-05 10:40:00,NVDA,BUY,3100.0,1394.4601,kim.r,XNAS
T700063,2024-11-11 15:03:00,AAPL,SELL,3900.0,356.2774,novak.p,BATS
T701805,2024-12-27 13:52:00,XOM,BUY,42.0,96.0912,kim.r,XNYS
T701485,2024-12-24 15:27:00,GS,SELL,2900.0,519.2814,okafor.a,XNYS
T702563,2024-11-22 13:44:00,TSLA,SELL,1800.0,194.0828,silva.m,XNAS
T701005,2024-11-15 10:51:00,JPM,BUY,3700.0,293.948,okafor.a,XNAS
T700386,2024-11-14 11:38:00,MSFT,SELL,3400.0,237.5147,novak.p,BATS
T701124,2024-12-11 14:50:00,JPM,BUY,3200.0,310.856,novak.p,DARK
T700280,2024-12-27 15:24:00,AAPL,SELL,2.0,390.0474,novak.p,XNYS
T702426,2024-10-29 09:58:00,TSLA,BUY,1000.0,238.9953,novak.p,XNAS
T701579,2024-11-11 10:19:00,XOM,SELL,2600.0,94.1423,haddad.y,BATS
T702635,2024-12-10 11:44:00,TSLA,BUY,2400.0,213.5957,novak.p,XNAS
T700362,2024-11-08 12:46:00,MSFT,SELL,4200.0,244.4494,silva.m,XNAS
T700440,2024-11-25 11:31:00,MSFT,BUY,20.0,252.2535,haddad.y,BATS
T702023,2024-12-10 14:04:00,KO,SELL,200.0,64.2824,kim.r,XNYS
T702386,2024-12-23 09:37:00,PG,SELL,2400.0,151.5145,novak.p,XNYS
T700502,2024-12-06 14:54:00,MSFT,BUY,17.0,268.3751,kim.r,XNAS
T701670,2024-11-29 10:07:00,XOM,BUY,3600.0,98.9979,silva.m,BATS
T700485,2024-12-03 15:32:00,MSFT,SELL,13.0,253.5716,kim.r,XNAS
T700933,2024-10-30 15:40:00,JPM,SELL,3500.0,296.8189,haddad.y,XNYS
T701140,2024-12-16 09:46:00,JPM,SELL,900.0,312.727,novak.p,XNYS
T702661,2024-12-13 10:37:00,TSLA,BUY,2500.0,211.7205,silva.m,XNYS
T701627,2024-11-19 14:27:00,XOM,SELL,4000.0,98.6936,okafor.a,BATS
T702350,2024-12-16 10:44:00,PG,BUY,2500.0,152.9377,haddad.y,DARK
T702510,2024-11-13 12:38:00,TSLA,SELL,2900.0,212.2109,silva.m,DARK
T701387,2024-12-04 11:09:00,GS,SELL,1400.0,528.5591,kim.r,BATS
T701573,2024-11-08 11:16:00,XOM,BUY,3300.0,97.3805,kim.r,XNAS
T701123,2024-12-11 14:43:00,JPM,BUY,3200.0,310.5692,haddad.y,XNYS
T702293,2024-12-04 10:04:00,PG,BUY,3700.0,150.9573,silva.m,BATS
T700454,2024-11-26 15:52:00,MSFT,BUY,9.0,251.0582,silva.m,XNAS
T702519,2024-11-14 14:57:00,TSLA,BUY,600.0,209.5076,kim.r,BATS
T700842,2024-12-16 10:04:00,NVDA,BUY,1500.0,1035.9542,okafor.a,XNAS
T700190,2024-12-09 13:56:00,AAPL,BUY,3000.0,396.5599,haddad.y,BATS
T702593,2024-12-02 10:55:00,TSLA,BUY,500.0,195.0528,silva.m,DARK
T702850,2024-11-19 15:58:00,BP.L,BUY,1600.0,4.7647,haddad.y,XNAS
T700694,2024-11-14 09:56:00,NVDA,BUY,1600.0,1213.523,silva.m,DARK
T702724,2024-12-27 14:15:00,TSLA,SELL,3600.0,212.5763,kim.r,XNYS
T700450,2024-11-26 12:36:00,MSFT,SELL,4400.0,252.9773,novak.p,XNYS
T702471,2024-11-05 12:31:00,TSLA,SELL,2200.0,236.9532,silva.m,DARK
T701206,2024-12-30 13:01:00,JPM,BUY,800.0,332.856,haddad.y,XNYS
T700002,2024-10-29 10:01:00,AAPL,SELL,1800.0,367.8562,okafor.a,XNAS
T700643,2024-11-04 09:52:00,NVDA,SELL,700.0,1461.4049,haddad.y,XNYS
T700527,2024-12-12 12:26:00,MSFT,BUY,2900.0,246.1833,haddad.y,XNAS
T701061,2024-11-27 15:41:00,JPM,BUY,300.0,307.0091,silva.m,BATS
T700372,2024-11-12 12:08:00,MSFT,BUY,17.0,245.4858,novak.p,XNYS
T702964,2024-12-13 12:12:00,BP.L,SELL,3100.0,4.764,kim.r,XNAS
T702246,2024-11-22 15:43:00,PG,BUY,15.0,148.1381,haddad.y,XNAS
T702552,2024-11-21 09:39:00,TSLA,BUY,3600.0,199.9684,okafor.a,XNYS
T701291,2024-11-13 09:35:00,GS,SELL,2.0,471.6676,silva.m,BATS
T701517,2024-10-29 14:06:00,XOM,BUY,11.0,110.7507,okafor.a,DARK
T700921,2024-10-29 10:08:00,JPM,BUY,400.0,300.3287,kim.r,XNAS
T700412,2024-11-19 15:36:00,MSFT,BUY,1600.0,253.7761,novak.p,BATS
T701514,2024-12-31 15:26:00,GS,SELL,1400.0,552.6026,okafor.a,BATS
T701457,2024-12-18 14:32:00,GS,SELL,2700.0,490.3289,kim.r,DARK
T700802,2024-12-06 09:40:00,NVDA,SELL,3700.0,1112.9815,silva.m,XNAS
T700584,2024-12-24 13:21:00,MSFT,BUY,2100.0,267.5993,silva.m,XNAS
T702516,2024-11-14 12:36:00,TSLA,SELL,500.0,211.302,haddad.y,XNAS
T702425,2024-12-31 15:38:00,PG,BUY,200.0,163.5324,okafor.a,BATS
T700699,2024-11-14 14:42:00,NVDA,SELL,400.0,1206.9574,okafor.a,DARK
