timestamp,ticker,bid,ask
2024-11-06 10:08:00,NVDA,1373.6352,1374.5559
2024-11-27 15:02:00,GS,496.1767,496.3833
2024-10-30 15:20:00,NVDA,1399.4888,1400.1104
2024-12-02 13:46:00,XOM,100.2401,100.2773
2024-11-25 11:06:00,AAPL,363.8461,363.9936
2024-12-13 11:48:00,MSFT,249.9267,250.0196
2024-12-17 14:23:00,GS,483.132,483.3174
2024-12-26 12:15:00,KO,67.7225,67.7473
2024-11-26 10:09:00,NVDA,1198.1034,1198.8943
2024-11-15 12:34:00,KO,61.8263,61.8488
2024-12-09 14:13:00,BP.L,4.722,4.7238
2024-12-11 12:27:00,AAPL,405.239,405.3868
2024-11-26 15:34:00,JPM,305.7928,305.938
2024-11-01 11:34:00,KO,63.5246,63.5487
2024-11-12 15:17:00,PG,142.8059,142.8686
2024-12-10 12:47:00,PG,151.5966,151.6518
2024-12-03 13:49:00,XOM,99.0327,99.0695
2024-12-31 12:16:00,XOM,97.8084,97.8442
2024-11-14 12:28:00,XOM,96.6876,96.7228
2024-12-23 13:53:00,TSLA,222.6719,222.7548
2024-11-15 15:11:00,XOM,98.0222,98.0642
2024-12-10 15:24:00,TSLA,213.6168,213.7134
2024-11-08 10:49:00,XOM,97.3066,97.3494
2024-12-31 10:32:00,TSLA,208.6328,208.737
2024-11-12 14:16:00,MSFT,242.1204,242.2125
2024-11-15 14:42:00,BP.L,4.5565,4.5583
2024-11-06 11:44:00,NVDA,1346.7605,1347.2633
2024-11-21 09:35:00,GS,461.6925,462.289
2024-12-27 11:01:00,TSLA,216.6503,216.7398
2024-12-11 10:28:00,PG,151.807,151.8859
2024-12-19 14:06:00,MSFT,261.3879,261.4863
2024-11-14 14:39:00,PG,144.6156,144.6726
2024-12-02 11:57:00,PG,150.4138,150.4693
2024-11-04 13:26:00,XOM,101.6782,101.7155
2024-11-18 13:38:00,NVDA,1223.9712,1224.4229
2024-12-27 10:58:00,MSFT,267.3033,267.4153
2024-12-04 15:46:00,JPM,305.9974,306.1534
2024-11-26 13:17:00,GS,484.9641,485.1417
2024-12-09 11:01:00,JPM,305.8053,305.9317
2024-12-05 09:42:00,XOM,95.7525,95.8577
2024-11-13 09:45:00,TSLA,211.6411,211.8586
2024-11-06 11:28:00,JPM,298.2552,298.3691
2024-11-19 12:31:00,JPM,300.0186,300.128
2024-11-06 12:46:00,BP.L,4.4083,4.4099
2024-11-04 14:41:00,NVDA,1419.6119,1420.1733
2024-12-24 14:56:00,PG,154.6085,154.6718
2024-11-13 13:35:00,TSLA,210.6588,210.7365
2024-12-24 15:34:00,PG,154.3529,154.4262
2024-12-18 11:36:00,PG,152.0387,152.0961
2024-12-27 09:49:00,XOM,93.6585,93.747
2024-11-27 13:19:00,PG,148.4766,148.531
2024-12-02 11:46:00,GS,504.62,504.808
2024-12-12 11:35:00,XOM,92.5156,92.5505
2024-12-13 12:03:00,GS,453.6212,453.7881
2024-10-31 14:27:00,XOM,105.7,105.7408
2024-12-12 13:23:00,MSFT,248.2657,248.3567
2024-11-25 10:10:00,MSFT,251.9438,252.1077
2024-12-04 13:43:00,AAPL,387.6656,387.8091
2024-10-30 13:20:00,PG,144.6749,144.7279
2024-10-31 13:47:00,GS,486.9256,487.1063
2024-11-20 12:17:00,NVDA,1253.9353,1254.3939
2024-12-03 12:42:00,BP.L,4.7927,4.7944
2024-11-15 11:53:00,NVDA,1203.0321,1203.4775
2024-12-13 14:03:00,AAPL,406.5822,406.7349
2024-11-13 13:39:00,JPM,291.2952,291.4027
2024-12-13 13:17:00,XOM,95.4889,95.5239
2024-12-19 14:59:00,JPM,328.7726,328.9083
2024-11-14 11:27:00,JPM,294.5857,294.6985
2024-11-12 13:27:00,GS,473.3832,473.5571
2024-10-30 10:49:00,KO,64.0196,64.0477
2024-11-12 10:19:00,KO,62.8837,62.9199
2024-12-18 09:52:00,MSFT,259.7589,259.9897
2024-11-21 15:23:00,BP.L,4.8882,4.8904
2024-12-23 09:32:00,NVDA,1022.3581,1023.7793
2024-11-06 15:37:00,TSLA,226.7388,226.8482
2024-11-21 15:44:00,PG,147.1491,147.2232
2024-11-21 10:32:00,AAPL,376.5456,376.7337
2024-12-06 13:59:00,KO,63.8033,63.8272
2024-12-27 15:30:00,XOM,97.7873,97.8328
2024-12-31 10:44:00,PG,161.4268,161.5
2024-10-30 10:42:00,TSLA,236.4313,236.5401
2024-11-26 12:48:00,JPM,308.919,309.0316
2024-11-20 12:12:00,XOM,99.853,99.8896
2024-11-27 15:20:00,KO,61.7194,61.7468
2024-12-16 15:59:00,BP.L,4.6521,4.6547
2024-11-07 14:04:00,NVDA,1300.474,1300.9626
2024-12-23 13:43:00,TSLA,223.5637,223.6464
2024-12-02 10:50:00,PG,151.056,151.122
2024-10-29 13:54:00,KO,64.8721,64.8963
2024-11-13 14:48:00,KO,62.2839,62.3089
2024-11-12 11:26:00,XOM,94.3026,94.3387
2024-11-08 12:19:00,NVDA,1272.1684,1272.6334
2024-11-14 12:34:00,AAPL,354.5193,354.6486
2024-12-30 11:24:00,TSLA,210.0203,210.1012
2024-10-31 11:35:00,NVDA,1409.9269,1410.4594
2024-11-20 13:30:00,MSFT,255.7023,255.7964
2024-11-14 13:33:00,PG,144.2474,144.3005
2024-12-31 12:04:00,NVDA,1087.3415,1087.7412
2024-12-26 10:26:00,BP.L,4.2796,4.2819
2024-11-06 10:54:00,NVDA,1357.5273,1358.1072
2024-12-12 15:47:00,MSFT,248.6847,248.8124
2024-12-19 09:39:00,JPM,335.8039,336.1987
2024-11-14 12:42:00,XOM,96.8274,96.8626
2024-11-22 15:03:00,GS,474.7232,474.9215
2024-12-06 13:53:00,JPM,304.5269,304.6403
2024-10-31 09:58:00,AAPL,354.2588,354.5397
2024-11-27 12:27:00,KO,62.4171,62.4399
2024-12-02 12:30:00,BP.L,4.761,4.7627
2024-12-23 14:33:00,BP.L,4.3188,4.3204
2024-12-05 12:03:00,TSLA,199.78,199.8535
2024-10-31 12:42:00,BP.L,4.5097,4.5114
2024-11-13 11:18:00,KO,62.3919,62.4163
2024-11-07 15:25:00,TSLA,223.5762,223.6777
2024-11-27 13:11:00,JPM,306.9368,307.049
2024-11-12 12:45:00,AAPL,351.6738,351.8019
2024-12-04 11:31:00,AAPL,382.8725,383.018
2024-11-21 12:03:00,AAPL,375.7783,375.9165
2024-12-23 10:10:00,PG,151.3183,151.4167
2024-11-01 15:32:00,AAPL,352.6507,352.8164
2024-11-07 12:12:00,GS,471.079,471.2516
2024-11-26 11:42:00,KO,62.4758,62.4992
2024-11-14 12:07:00,GS,480.8301,481.0066
2024-11-19 14:41:00,KO,61.1669,61.1911
2024-10-30 10:19:00,PG,145.3075,145.3911
2024-11-27 15:49:00,JPM,306.2721,306.4314
2024-11-29 11:53:00,PG,148.7962,148.8513
2024-12-20 11:55:00,KO,64.9653,64.9893
2024-11-20 10:08:00,JPM,299.2007,299.4013
2024-12-20 09:48:00,MSFT,259.4459,259.6961
2024-10-30 10:16:00,NVDA,1400.1462,1400.983
2024-10-31 10:49:00,GS,483.5804,483.7929
2024-12-13 15:46:00,TSLA,212.4341,212.5424
2024-12-04 12:45:00,XOM,98.5861,98.6221
2024-12-18 11:18:00,KO,65.3691,65.3947
2024-11-22 15:30:00,KO,61.7219,61.7506
2024-12-09 13:24:00,AAPL,395.8913,396.0365
2024-11-22 10:11:00,XOM,101.5643,101.6294
2024-12-11 15:00:00,AAPL,406.5808,406.7492
2024-12-27 12:15:00,MSFT,268.6633,268.7616
2024-12-12 10:46:00,TSLA,217.8459,217.9434
2024-11-18 11:44:00,KO,61.9059,61.9291
2024-11-22 12:28:00,BP.L,4.9089,4.9107
2024-12-06 13:07:00,TSLA,201.4397,201.5133
2024-12-27 12:26:00,NVDA,1082.8559,1083.251
2024-10-29 10:28:00,KO,65.1569,65.1907
2024-12-11 09:48:00,NVDA,1103.1357,1104.1994
2024-12-19 09:42:00,PG,150.5389,150.7042
2024-11-13 15:56:00,KO,62.5559,62.5901
2024-11-11 15:39:00,XOM,94.1178,94.1638
2024-11-06 11:44:00,JPM,299.3144,299.4261
2024-11-15 13:58:00,JPM,296.5712,296.6821
2024-12-03 15:43:00,AAPL,379.763,379.953
2024-11-08 13:02:00,XOM,95.6088,95.6437
2024-11-13 13:00:00,NVDA,1194.5298,1194.9655
2024-11-06 12:40:00,AAPL,353.7075,353.8364
2024-11-18 11:31:00,AAPL,358.648,358.7843
2024-12-05 13:01:00,JPM,304.2744,304.3854
2024-12-19 12:50:00,NVDA,972.6309,972.9854
2024-12-11 10:27:00,KO,64.3576,64.3914
2024-11-13 09:36:00,BP.L,4.4693,4.475
2024-11-26 13:25:00,XOM,100.0444,100.0812
2024-11-04 14:17:00,KO,63.9121,63.9364
2024-12-12 10:07:00,TSLA,216.0757,216.2227
2024-11-04 10:36:00,MSFT,256.2331,256.3566
2024-12-09 12:39:00,GS,481.4057,481.5812
2024-12-11 14:34:00,NVDA,1119.3705,1119.8075
2024-11-06 13:58:00,MSFT,248.5815,248.6744
2024-12-11 12:57:00,KO,64.18,64.2034
2024-12-02 10:46:00,KO,61.6616,61.6892
2024-12-13 10:32:00,AAPL,409.2608,409.4653
2024-11-06 12:13:00,XOM,98.9382,98.9744
2024-10-29 13:21:00,BP.L,4.5019,4.5035
2024-11-14 11:00:00,KO,62.0851,62.1109
2024-11-07 14:00:00,MSFT,246.2469,246.3391
2024-11-04 14:47:00,GS,478.3326,478.5242
2024-11-12 13:55:00,KO,61.8267,61.8498
2024-11-08 12:46:00,GS,476.6712,476.8449
2024-12-24 15:02:00,PG,154.4043,154.4686
2024-11-14 10:48:00,GS,479.7906,480.0027
2024-12-16 15:25:00,AAPL,398.9818,399.163
2024-12-03 14:31:00,KO,62.5963,62.6206
2024-12-24 10:34:00,AAPL,394.7701,394.9637
2024-12-05 15:40:00,JPM,301.9178,302.0661
2024-12-12 13:43:00,KO,64.5083,64.5322
2024-11-15 13:02:00,MSFT,234.9321,235.0178
2024-11-08 10:38:00,PG,144.7764,144.8451
2024-11-20 09:41:00,TSLA,214.7409,214.9821
2024-12-06 11:00:00,TSLA,199.5252,199.608
2024-11-13 13:51:00,PG,142.8089,142.862
2024-12-31 15:32:00,MSFT,263.6498,263.7737
2024-12-16 10:58:00,KO,64.1173,64.1441
2024-12-19 15:12:00,KO,65.2612,65.2893
2024-12-26 12:41:00,XOM,94.1468,94.1811
2024-11-01 15:21:00,GS,476.7539,476.9666
2024-11-01 10:08:00,GS,490.2958,490.6245
2024-12-12 14:00:00,PG,152.2522,152.3092
2024-10-30 15:59:00,MSFT,264.3843,264.5323
2024-11-05 11:13:00,AAPL,355.8217,355.9626
2024-11-27 10:52:00,KO,62.0735,62.1003
2024-12-24 14:15:00,AAPL,400.2877,400.4398
2024-12-31 12:03:00,KO,69.1246,69.15
2024-11-21 13:44:00,KO,61.7399,61.7628
2024-12-13 10:44:00,NVDA,1074.5085,1074.996
2024-11-06 12:21:00,GS,462.2799,462.4488
2024-11-27 14:22:00,XOM,98.7365,98.7743
2024-11-26 14:34:00,NVDA,1150.0358,1150.4848
2024-12-12 14:17:00,BP.L,4.7502,4.752
2024-12-13 13:17:00,MSFT,250.0793,250.1708
2024-12-06 10:45:00,XOM,95.1978,95.2407
2024-12-20 14:49:00,GS,492.3769,492.575
2024-11-21 09:54:00,MSFT,259.1954,259.4169
2024-12-17 15:21:00,JPM,318.6354,318.7775
2024-12-03 15:52:00,KO,62.673,62.7063
2024-11-29 11:10:00,PG,147.9805,148.0397
2024-11-20 13:35:00,PG,147.2641,147.3184
2024-11-26 12:29:00,JPM,309.7537,309.8667
2024-12-24 12:15:00,NVDA,1076.9126,1077.3067
2024-10-31 09:53:00,KO,63.524,63.5794
2024-11-05 11:18:00,MSFT,253.0907,253.1895
2024-12-04 10:34:00,KO,62.9964,63.0273
2024-11-20 15:43:00,NVDA,1233.9923,1234.6097
2024-12-12 15:10:00,XOM,94.718,94.7584
2024-12-24 13:42:00,JPM,338.4505,338.5757
2024-11-04 15:50:00,BP.L,4.5517,4.5541
2024-12-02 10:04:00,AAPL,375.7138,375.9822
2024-11-20 11:39:00,JPM,300.3407,300.4535
2024-11-21 15:11:00,GS,474.0806,474.284
2024-10-29 13:12:00,TSLA,242.0754,242.1639
2024-12-23 13:03:00,JPM,339.9608,340.0849
2024-11-01 13:23:00,PG,145.2398,145.2931
2024-12-27 14:28:00,NVDA,1089.447,1089.8682
2024-11-27 10:38:00,MSFT,250.9704,251.0895
2024-10-30 11:59:00,NVDA,1403.332,1403.8494
2024-11-05 15:56:00,JPM,297.4206,297.5834
2024-11-19 13:46:00,GS,465.1092,465.2817
2024-12-17 09:30:00,JPM,313.3883,313.8462
2024-10-31 15:13:00,JPM,295.0114,295.1389
2024-12-30 11:37:00,XOM,97.8741,97.911
2024-11-22 13:38:00,GS,475.0638,475.2391
2024-12-27 10:10:00,KO,68.3752,68.4197
2024-11-11 12:50:00,KO,63.0161,63.0391
2024-11-21 13:42:00,AAPL,375.7853,375.9243
2024-12-27 10:35:00,TSLA,216.1405,216.2456
2024-11-21 13:07:00,TSLA,193.9361,194.0069
2024-12-09 13:14:00,BP.L,4.7175,4.7192
2024-10-31 11:48:00,PG,148.1212,148.1763
2024-11-18 15:13:00,AAPL,363.6242,363.7813
2024-11-08 10:34:00,GS,478.2088,478.4434
2024-11-15 15:18:00,AAPL,355.2106,355.3671
2024-12-27 15:07:00,PG,161.0953,161.1635
2024-11-19 10:05:00,GS,468.2384,468.5675
2024-11-21 09:39:00,MSFT,259.3373,259.6422
2024-11-25 13:39:00,MSFT,253.4237,253.5173
2024-10-29 14:45:00,MSFT,271.2218,271.33
2024-11-18 12:57:00,GS,472.2044,472.3766
2024-11-06 11:32:00,JPM,298.332,298.4452
2024-11-13 12:14:00,BP.L,4.4685,4.4702
2024-12-16 12:41:00,BP.L,4.681,4.6827
2024-12-24 13:01:00,PG,153.9602,154.0164
2024-12-19 14:30:00,BP.L,4.4558,4.4576
2024-11-04 11:15:00,KO,63.213,63.2379
2024-12-04 12:58:00,BP.L,4.8031,4.8048
2024-11-08 14:24:00,MSFT,244.0386,244.1324
2024-11-07 09:44:00,KO,62.7201,62.786
2024-10-31 14:54:00,AAPL,355.9206,356.0655
2024-11-18 13:16:00,JPM,294.6028,294.7107
2024-11-27 15:18:00,JPM,305.6566,305.7913
2024-11-08 14:21:00,NVDA,1262.627,1263.1103
2024-11-07 09:57:00,GS,469.7088,470.0882
2024-12-04 12:41:00,MSFT,257.6454,257.7393
2024-12-19 14:23:00,NVDA,976.4353,976.8101
2024-11-15 11:23:00,TSLA,206.1568,206.2364
2024-12-27 10:23:00,AAPL,393.7082,393.9241
2024-11-22 12:01:00,NVDA,1251.8713,1252.3323
2024-10-29 14:27:00,TSLA,240.955,241.048
2024-12-27 12:05:00,BP.L,4.3388,4.3404
2024-11-19 09:41:00,BP.L,4.7177,4.723
2024-10-31 15:02:00,TSLA,235.1906,235.2885
2024-12-27 14:58:00,TSLA,209.6252,209.7115
2024-11-26 13:21:00,NVDA,1167.2349,1167.6628
2024-11-05 11:58:00,XOM,98.9482,98.9847
2024-11-11 09:54:00,PG,144.1799,144.3031
2024-11-22 09:52:00,JPM,304.3349,304.6053
2024-12-10 13:50:00,JPM,307.1812,307.2954
2024-12-24 13:19:00,GS,513.8362,514.0244
2024-12-09 12:20:00,PG,151.5896,151.645
2024-12-27 15:47:00,MSFT,269.293,269.4312
2024-11-21 13:56:00,JPM,302.9307,303.0438
2024-12-05 11:02:00,JPM,305.6824,305.8082
2024-12-06 11:51:00,NVDA,1123.6542,1124.071
2024-12-23 14:47:00,TSLA,220.4452,220.5335
2024-12-20 13:01:00,KO,65.1514,65.1752
2024-11-29 13:21:00,NVDA,1135.4226,1135.8388
2024-12-30 15:33:00,BP.L,4.2709,4.2729
2024-12-13 10:32:00,TSLA,212.1029,212.2089
2024-11-08 13:22:00,GS,476.1746,476.3491
2024-11-18 12:49:00,AAPL,360.7459,360.8774
2024-11-08 15:05:00,TSLA,214.0605,214.1505
2024-11-08 14:35:00,KO,62.0806,62.1049
2024-11-21 12:22:00,TSLA,196.5341,196.6059
2024-12-10 09:30:00,XOM,93.1866,93.3228
2024-12-04 09:31:00,NVDA,1094.5993,1096.1591
2024-10-30 13:01:00,KO,63.1096,63.1327
2024-12-19 13:41:00,JPM,328.32,328.4413
2024-11-26 10:11:00,BP.L,4.7913,4.7944
2024-12-23 11:25:00,MSFT,265.7091,265.8112
2024-11-25 14:34:00,GS,473.2078,473.3925
2024-10-31 15:26:00,MSFT,266.4898,266.6113
2024-12-11 13:47:00,XOM,93.3087,93.3433
2024-12-02 11:43:00,PG,150.889,150.9454
2024-12-04 14:43:00,BP.L,4.796,4.7979
2024-11-13 12:17:00,TSLA,212.6467,212.7244
2024-11-27 10:39:00,KO,62.2021,62.2313
2024-10-29 15:34:00,MSFT,271.6771,271.8061
2024-12-05 15:37:00,MSFT,258.9527,259.0777
2024-11-06 12:14:00,XOM,98.9021,98.9383
2024-12-23 14:53:00,MSFT,269.8345,269.9441
2024-10-29 13:34:00,TSLA,242.2278,242.3171
2024-10-29 13:58:00,XOM,110.7094,110.7508
2024-11-08 15:53:00,NVDA,1251.9593,1252.6294
2024-10-31 13:45:00,GS,486.6607,486.841
2024-12-31 10:11:00,XOM,97.1372,97.1995
2024-12-02 15:22:00,MSFT,255.7944,255.909
2024-12-06 14:13:00,MSFT,267.8956,267.9971
2024-11-25 11:18:00,GS,472.2679,472.4523
2024-12-05 13:26:00,JPM,303.4518,303.5632
2024-12-09 11:20:00,AAPL,396.5481,396.7022
2024-11-20 12:27:00,TSLA,207.9352,208.0111
2024-11-25 13:56:00,XOM,100.8621,100.8997
2024-12-18 14:17:00,JPM,328.689,328.8142
2024-12-31 12:40:00,NVDA,1091.3287,1091.7264
2024-12-24 15:44:00,PG,154.4212,154.4989
2024-12-06 11:49:00,NVDA,1124.6968,1125.1147
2024-11-29 13:04:00,JPM,301.5521,301.6622
2024-11-08 14:45:00,JPM,287.8855,288.0003
2024-12-04 12:26:00,GS,526.8452,527.0375
2024-12-10 10:22:00,GS,462.6182,462.8748
2024-12-11 10:49:00,XOM,92.8611,92.9019
2024-11-11 14:47:00,NVDA,1213.5214,1214.0074
2024-11-19 11:39:00,JPM,299.888,300.0007
2024-12-13 15:52:00,XOM,96.3303,96.3815
2024-10-31 14:09:00,KO,64.9507,64.9752
2024-11-22 11:53:00,TSLA,192.6878,192.7592
2024-11-01 12:22:00,JPM,298.0712,298.1801
2024-12-09 15:56:00,PG,151.2341,151.3169
2024-11-13 09:37:00,NVDA,1186.9519,1188.4141
2024-12-10 11:04:00,MSFT,258.0685,258.1738
2024-11-21 10:34:00,GS,465.2828,465.511
2024-12-06 12:59:00,XOM,94.6957,94.7303
2024-11-12 13:38:00,BP.L,4.4524,4.454
2024-12-30 14:22:00,XOM,96.8588,96.8959
2024-11-07 09:37:00,TSLA,227.6296,227.9101
2024-11-25 11:46:00,BP.L,4.9004,4.9022
2024-11-06 14:26:00,XOM,98.9188,98.9569
2024-12-12 15:01:00,JPM,308.5161,308.6442
2024-11-20 12:31:00,KO,61.6837,61.7062
2024-11-19 15:40:00,NVDA,1247.6026,1248.2155
2024-12-03 12:10:00,GS,520.8007,520.9916
2024-12-19 12:16:00,PG,150.4605,150.5156
2024-11-26 14:17:00,AAPL,371.7348,371.8764
2024-12-09 09:31:00,KO,63.4117,63.502
2024-12-20 14:00:00,PG,153.1191,153.1764
2024-11-04 14:14:00,BP.L,4.5312,4.5329
2024-11-22 10:42:00,JPM,305.213,305.3534
2024-12-12 14:30:00,BP.L,4.7253,4.7272
2024-12-10 15:31:00,MSFT,252.413,252.531
2024-11-08 14:19:00,KO,62.3793,62.4031
2024-12-11 15:10:00,BP.L,4.7428,4.7449
2024-11-11 11:45:00,JPM,284.1481,284.2541
2024-11-15 09:32:00,KO,62.0093,62.0955
2024-12-13 13:45:00,MSFT,250.4012,250.4939
2024-11-20 10:55:00,BP.L,4.7659,4.7679
2024-12-13 13:05:00,BP.L,4.7516,4.7534
2024-12-02 14:29:00,XOM,100.3758,100.4146
2024-11-29 14:22:00,BP.L,4.7485,4.7503
2024-12-03 09:48:00,AAPL,381.9411,382.3094
2024-11-13 10:50:00,PG,141.9766,142.0386
2024-12-04 15:48:00,XOM,96.0733,96.1229
2024-11-12 12:50:00,BP.L,4.467,4.4686
2024-12-09 13:20:00,PG,151.1758,151.2312
2024-11-29 14:44:00,AAPL,377.5483,377.6986
2024-11-12 09:53:00,JPM,286.0424,286.2917
2024-10-30 11:37:00,AAPL,359.3544,359.4897
2024-12-16 09:59:00,KO,64.5199,64.5701
2024-11-04 13:36:00,AAPL,354.6641,354.7949
2024-12-20 14:43:00,GS,491.5872,491.7824
2024-12-11 13:41:00,GS,447.0626,447.2278
2024-10-29 13:34:00,BP.L,4.5166,4.5182
2024-12-30 11:52:00,KO,68.3718,68.3971
2024-11-18 12:11:00,XOM,99.4913,99.5278
2024-11-21 14:17:00,BP.L,4.8574,4.8592
2024-11-20 12:48:00,NVDA,1248.1546,1248.6095
2024-12-23 12:17:00,NVDA,1045.261,1045.6433
2024-12-27 10:59:00,BP.L,4.3439,4.3457
2024-11-15 11:34:00,GS,475.4739,475.6538
2024-12-02 14:24:00,PG,151.185,151.2431
2024-11-08 13:16:00,XOM,95.3011,95.336
2024-11-08 12:46:00,AAPL,357.9681,358.0985
2024-11-22 13:23:00,TSLA,192.9427,193.0134
2024-10-31 11:14:00,JPM,297.1417,297.259
2024-12-27 15:38:00,AAPL,389.137,389.3259
2024-12-30 10:15:00,XOM,98.2517,98.3112
2024-11-21 15:29:00,GS,476.3339,476.5544
2024-12-24 13:07:00,AAPL,396.4418,396.5866
2024-11-15 15:40:00,GS,468.9501,469.1805
2024-11-14 15:23:00,GS,476.5036,476.718
2024-10-30 09:35:00,XOM,110.5475,110.6903
2024-11-08 11:17:00,BP.L,4.487,4.4888
2024-11-13 15:36:00,KO,62.6506,62.6807
2024-10-30 09:36:00,NVDA,1392.1685,1393.9246
2024-11-12 15:23:00,NVDA,1189.281,1189.8162
2024-11-01 14:49:00,NVDA,1450.4338,1451.0173
2024-12-27 15:07:00,GS,543.4291,543.659
2024-12-04 11:02:00,GS,528.7176,528.9352
2024-11-06 14:26:00,KO,62.4021,62.4261
2024-12-19 12:01:00,AAPL,404.9384,405.0875
2024-10-29 13:43:00,GS,472.3455,472.5203
2024-11-19 13:52:00,GS,464.4048,464.5776
2024-11-01 14:05:00,JPM,298.4539,298.5661
2024-11-20 13:55:00,GS,463.149,463.3217
2024-12-19 12:06:00,GS,486.4728,486.6514
2024-12-09 15:27:00,BP.L,4.6847,4.6868
2024-11-29 12:45:00,TSLA,186.1733,186.2411
2024-11-20 10:07:00,BP.L,4.7417,4.745
2024-12-04 13:44:00,XOM,97.5858,97.6219
2024-12-12 12:16:00,PG,151.2453,151.3006
2024-11-01 13:28:00,XOM,104.5021,104.5405
2024-12-02 10:01:00,BP.L,4.7954,4.799
2024-11-20 14:11:00,NVDA,1237.4868,1237.955
2024-11-08 14:35:00,BP.L,4.4757,4.4774
2024-12-11 13:21:00,KO,64.5741,64.5978
2024-11-01 09:37:00,BP.L,4.5973,4.6029
2024-11-18 15:35:00,BP.L,4.6953,4.6975
2024-12-19 13:59:00,GS,483.9091,484.0901
2024-11-27 11:56:00,MSFT,251.689,251.782
2024-12-17 13:01:00,PG,152.8602,152.916
2024-11-04 12:52:00,XOM,101.4371,101.4741
2024-11-29 12:53:00,NVDA,1134.8716,1135.2853
2024-11-11 13:14:00,MSFT,247.285,247.3755
2024-12-23 10:23:00,NVDA,1034.1702,1034.7371
2024-11-27 15:03:00,GS,496.3319,496.5392
2024-12-24 14:05:00,BP.L,4.3718,4.3734
2024-11-01 09:52:00,NVDA,1435.3447,1436.6204
2024-11-19 11:49:00,AAPL,370.658,370.7957
2024-11-06 11:29:00,XOM,98.8332,98.8708
2024-11-11 10:22:00,BP.L,4.4669,4.4694
2024-11-13 10:04:00,TSLA,210.7466,210.8972
2024-11-13 11:23:00,TSLA,209.1675,209.2482
2024-11-15 12:46:00,BP.L,4.4751,4.4767
2024-12-10 12:27:00,MSFT,255.723,255.8163
2024-12-23 12:59:00,GS,497.7292,497.9108
2024-12-06 13:51:00,PG,153.4649,153.522
2024-12-13 10:00:00,NVDA,1072.7884,1073.6091
2024-12-10 10:40:00,GS,459.9126,460.1274
2024-11-29 11:25:00,BP.L,4.7791,4.7809
2024-12-31 12:40:00,KO,69.2565,69.2817
2024-11-06 11:56:00,XOM,98.8756,98.9121
2024-11-05 15:16:00,KO,63.2102,63.2378
2024-11-19 15:47:00,GS,463.7199,463.9579
2024-11-05 15:05:00,PG,143.659,143.7194
2024-12-26 14:23:00,NVDA,1094.6981,1095.1183
2024-12-02 10:06:00,KO,61.5368,61.5793
2024-11-11 10:09:00,AAPL,353.4078,353.6411
2024-11-15 10:16:00,TSLA,206.1754,206.2987
2024-12-19 14:52:00,AAPL,400.6018,400.7641
2024-12-30 10:04:00,AAPL,388.5756,388.8532
2024-12-30 14:59:00,TSLA,210.761,210.848
2024-12-04 09:59:00,JPM,303.0481,303.2841
2024-11-08 12:50:00,NVDA,1268.808,1269.2705
2024-10-31 13:14:00,NVDA,1417.723,1418.2416
2024-12-06 11:50:00,GS,506.2349,506.4228
2024-12-11 14:29:00,BP.L,4.8195,4.8214
