ticker,date,close,volume
AAPL,2023-05-04,138.6464,43440191
AAPL,2023-05-05,138.5,67364791
AAPL,2023-05-08,137.2709,52358612
AAPL,2023-05-09,136.0019,84436963
AAPL,2023-05-10,138.0237,49314001
AAPL,2023-05-11,138.2306,46359077
AAPL,2023-05-12,139.0386,66890162
AAPL,2023-05-15,135.391,62609728
AAPL,2023-05-16,137.4452,33182558
AAPL,2023-05-17,137.4993,57415506
AAPL,2023-05-18,138.056,62208869
AAPL,2023-05-19,137.3111,48966528
AAPL,2023-05-22,138.3545,56571458
AAPL,2023-05-23,138.964,51218427
AAPL,2023-05-24,138.8308,61372772
AAPL,2023-05-25,139.4129,42331420
AAPL,2023-05-26,139.574,29635248
AAPL,2023-05-30,139.4625,39041570
AAPL,2023-05-31,139.6988,59510800
AAPL,2023-06-01,140.2055,36787241
AAPL,2023-06-02,139.6856,41511198
AAPL,2023-06-05,136.517,70974292
AAPL,2023-06-06,142.4157,49193656
AAPL,2023-06-07,143.3082,80107915
AAPL,2023-06-08,143.7582,52081563
AAPL,2023-06-09,141.0853,51338675
AAPL,2023-06-12,140.1181,26063505
AAPL,2023-06-13,141.4261,58559206
AAPL,2023-06-14,139.446,47600505
AAPL,2023-06-15,139.2405,76450023
AAPL,2023-06-16,136.1285,29412830
AAPL,2023-06-20,135.0199,36863973
AAPL,2023-06-21,134.9291,50935881
AAPL,2023-06-22,133.553,67356017
AAPL,2023-06-23,134.818,38694789
AAPL,2023-06-26,135.0752,55475648
AAPL,2023-06-27,140.2354,50373606
AAPL,2023-06-28,132.015,46994918
AAPL,2023-06-29,132.0783,44480337
AAPL,2023-06-30,132.8043,82402740
AAPL,2023-07-03,129.5882,59703890
AAPL,2023-07-05,129.1735,69311038
AAPL,2023-07-06,127.6607,45083521
AAPL,2023-07-07,127.6025,38443962
AAPL,2023-07-10,128.8022,32625491
AAPL,2023-07-11,130.3507,39963522
AAPL,2023-07-12,125.2253,285131428
AAPL,2023-07-13,124.2159,69136836
AAPL,2023-07-14,123.6819,28767253
AAPL,2023-07-17,121.8078,58186985
AAPL,2023-07-18,121.8584,81664169
AAPL,2023-07-19,123.054,74882031
AAPL,2023-07-20,124.3189,67494606
AAPL,2023-07-21,123.955,33267178
AAPL,2023-07-24,124.3539,62536040
AAPL,2023-07-25,123.4885,65256380
AAPL,2023-07-26,122.538,53812429
AAPL,2023-07-27,120.7305,49140185
AAPL,2023-07-28,127.068,53407259
AAPL,2023-07-31,128.0505,64288420
AAPL,2023-08-01,126.2049,45647077
AAPL,2023-08-02,126.3729,42641951
AAPL,2023-08-03,123.4982,91919051
AAPL,2023-08-04,119.2362,52276933
AAPL,2023-08-07,121.0849,34840116
AAPL,2023-08-08,122.4241,43083885
AAPL,2023-08-09,121.9676,49135402
AAPL,2023-08-10,123.463,57793028
AAPL,2023-08-11,124.9105,39184860
AAPL,2023-08-14,126.2289,43036267
AAPL,2023-08-15,128.32,51650772
AAPL,2023-08-16,129.4521,68892981
AAPL,2023-08-17,132.1705,47969621
AAPL,2023-08-18,132.8517,70418839
AAPL,2023-08-21,135.4739,45676157
AAPL,2023-08-22,137.1693,81542481
AAPL,2023-08-23,139.6319,64211649
AAPL,2023-08-24,140.8996,90770154
AAPL,2023-08-25,139.7924,36211260
AAPL,2023-08-28,139.921,55782372
AAPL,2023-08-29,143.5536,52421870
AAPL,2023-08-30,138.3446,93963940
AAPL,2023-08-31,141.8652,97675562
AAPL,2023-09-01,142.1746,58680787
AAPL,2023-09-05,143.0725,40827006
AAPL,2023-09-06,142.2254,54762795
AAPL,2023-09-07,141.2404,52211703
AAPL,2023-09-08,144.2594,53872127
AAPL,2023-09-11,147.2019,50725960
AAPL,2023-09-12,149.7776,82039349
AAPL,2023-09-13,148.1125,63187658
AAPL,2023-09-14,149.2034,64390317
AAPL,2023-09-15,145.9376,44744480
AAPL,2023-09-18,141.9672,55441118
AAPL,2023-09-19,143.3526,78721966
AAPL,2023-09-20,142.3725,67401097
AAPL,2023-09-21,149.5784,60262709
AAPL,2023-09-22,148.8789,59945291
AAPL,2023-09-25,145.4003,44073491
AAPL,2023-09-26,142.662,66994868
AAPL,2023-09-27,148.6682,65934590
AAPL,2023-09-28,154.4667,75480871
AAPL,2023-09-29,154.3002,74856316
AAPL,2023-10-02,156.7936,39591272
AAPL,2023-10-03,155.1313,43439754
AAPL,2023-10-04,159.0687,47704579
AAPL,2023-10-05,155.0026,71534269
AAPL,2023-10-06,155.1935,50720363
AAPL,2023-10-09,155.8406,44568136
AAPL,2023-10-10,162.3051,168233097
AAPL,2023-10-11,167.8255,62789936
AAPL,2023-10-12,168.1183,51838512
AAPL,2023-10-13,167.4554,47648057
AAPL,2023-10-16,171.8536,62816566
AAPL,2023-10-17,170.2598,62685255
AAPL,2023-10-18,170.4313,48935681
AAPL,2023-10-19,180.1879,70320513
AAPL,2023-10-20,180.7783,57858155
AAPL,2023-10-23,177.7518,54697359
AAPL,2023-10-24,174.6469,61740815
AAPL,2023-10-25,190.2865,70791797
AAPL,2023-10-26,193.451,63854636
AAPL,2023-10-27,201.1501,64431194
AAPL,2023-10-30,204.2441,61850673
AAPL,2023-10-31,207.0157,78173741
AAPL,2023-11-01,206.2031,69644065
AAPL,2023-11-02,202.5925,51472825
AAPL,2023-11-03,192.4911,68708620
AAPL,2023-11-06,196.9197,56402870
AAPL,2023-11-07,201.7217,47976777
AAPL,2023-11-08,195.5058,70242232
AAPL,2023-11-09,197.2577,93761691
AAPL,2023-11-10,210.8441,44093889
AAPL,2023-11-13,204.002,43386022
AAPL,2023-11-14,207.8932,48516020
AAPL,2023-11-15,210.1132,80819329
AAPL,2023-11-16,205.4052,55361013
AAPL,2023-11-17,203.6532,42637819
AAPL,2023-11-20,201.0626,39927153
AAPL,2023-11-21,196.8722,42856788
AAPL,2023-11-22,194.3463,51224339
AAPL,2023-11-24,188.1473,86356610
AAPL,2023-11-27,190.1724,75216146
AAPL,2023-11-28,189.6976,56815106
AAPL,2023-11-29,185.0203,67716898
AAPL,2023-11-30,188.0732,100983131
AAPL,2023-12-01,184.5706,53308510
AAPL,2023-12-04,186.7097,55013286
AAPL,2023-12-05,186.8515,26267121
AAPL,2023-12-06,188.048,57805308
AAPL,2023-12-07,189.5168,64120810
AAPL,2023-12-08,192.076,41804073
AAPL,2023-12-11,198.6446,50840789
AAPL,2023-12-12,198.1605,42105893
AAPL,2023-12-13,198.2634,53019648
AAPL,2023-12-14,196.5758,67059229
AAPL,2023-12-15,198.2241,34693976
AAPL,2023-12-18,202.1533,40879591
AAPL,2023-12-19,202.2434,37613899
AAPL,2023-12-20,204.2843,55098441
AAPL,2023-12-21,200.0306,47793623
AAPL,2023-12-22,198.824,44314345
AAPL,2023-12-26,194.788,70223214
AAPL,2023-12-27,194.6569,36084561
AAPL,2023-12-28,189.3481,68729554
AAPL,2023-12-29,186.1947,75077731
AAPL,2024-01-02,187.5535,75219676
AAPL,2024-01-03,189.5019,41682784
AAPL,2024-01-04,190.4804,47232885
AAPL,2024-01-05,188.6861,41961128
AAPL,2024-01-08,190.7356,46524236
AAPL,2024-01-09,191.5102,43373573
AAPL,2024-01-10,187.0678,171462669
AAPL,2024-01-11,185.4833,54103836
AAPL,2024-01-12,189.5502,65420819
AAPL,2024-01-16,190.0701,48517358
AAPL,2024-01-17,190.5146,34244244
AAPL,2024-01-18,190.9714,37765735
AAPL,2024-01-19,192.2016,41291155
AAPL,2024-01-22,188.8869,61095194
AAPL,2024-01-23,187.5819,58267466
AAPL,2024-01-24,187.7272,64188943
AAPL,2024-01-25,189.3538,43144156
AAPL,2024-01-26,190.5014,83572613
AAPL,2024-01-29,196.9958,48903892
AAPL,2024-01-30,198.8007,79292612
AAPL,2024-01-31,196.1067,80563393
AAPL,2024-02-01,192.8349,66784354
AAPL,2024-02-02,189.9864,52528841
AAPL,2024-02-05,190.2704,43172493
AAPL,2024-02-06,187.9429,61818938
AAPL,2024-02-07,187.2504,46632461
AAPL,2024-02-08,190.6201,38382846
AAPL,2024-02-09,198.4872,79153858
AAPL,2024-02-12,198.8497,33239040
AAPL,2024-02-13,203.4804,55965700
AAPL,2024-02-14,205.7361,88646495
AAPL,2024-02-15,202.2884,57535941
AAPL,2024-02-16,207.0895,48862426
AAPL,2024-02-20,203.3458,39824533
AAPL,2024-02-21,200.8905,35796569
AAPL,2024-02-22,201.286,59336625
AAPL,2024-02-23,202.1899,58179963
AAPL,2024-02-26,200.2839,46970769
AAPL,2024-02-27,197.038,52208657
AAPL,2024-02-28,197.6807,59658692
AAPL,2024-02-29,196.887,60747985
AAPL,2024-03-01,190.107,45950099
AAPL,2024-03-04,190.5966,31021964
AAPL,2024-03-05,185.7408,71850921
AAPL,2024-03-06,187.6727,92196288
AAPL,2024-03-07,189.1216,43528769
AAPL,2024-03-08,188.9931,38586116
AAPL,2024-03-11,186.5163,47776304
AAPL,2024-03-12,190.4491,54946345
AAPL,2024-03-13,189.6931,46322085
AAPL,2024-03-14,187.6313,46159509
AAPL,2024-03-15,189.328,54802868
AAPL,2024-03-18,188.016,44451130
AAPL,2024-03-19,192.2908,66309810
AAPL,2024-03-20,194.5009,89320943
AAPL,2024-03-21,197.5693,61410365
AAPL,2024-03-22,197.2326,57573596
AAPL,2024-03-25,197.0778,29937052
AAPL,2024-03-26,197.5632,68002099
AAPL,2024-03-27,193.5646,84372691
AAPL,2024-03-28,194.7463,51452507
AAPL,2024-04-01,200.0072,70991258
AAPL,2024-04-02,200.2588,52785746
AAPL,2024-04-03,200.4544,46063602
AAPL,2024-04-04,199.1137,45659944
AAPL,2024-04-05,201.4481,23407787
AAPL,2024-04-08,203.6227,48850865
AAPL,2024-04-09,205.0083,79307435
AAPL,2024-04-10,206.3566,45774190
AAPL,2024-04-11,203.8336,111833045
AAPL,2024-04-12,202.5899,37635906
AAPL,2024-04-15,204.6511,81871237
AAPL,2024-04-16,206.9373,48931141
AAPL,2024-04-17,210.264,61240569
AAPL,2024-04-18,210.695,48774824
AAPL,2024-04-19,211.1198,78471285
AAPL,2024-04-22,212.2488,51398441
AAPL,2024-04-23,211.6277,58226732
AAPL,2024-04-24,206.3003,89707435
AAPL,2024-04-25,203.4212,50739678
AAPL,2024-04-26,200.7853,59647977
AAPL,2024-04-29,204.6608,126696931
AAPL,2024-04-30,208.3967,86675380
AAPL,2024-05-01,209.5621,72897712
AAPL,2024-05-02,210.5448,60715814
AAPL,2024-05-03,218.0171,49085928
AAPL,2024-05-06,217.7394,48206781
AAPL,2024-05-07,222.2782,74544796
AAPL,2024-05-08,215.4755,65581079
AAPL,2024-05-09,218.8726,73808794
AAPL,2024-05-10,217.9232,28136845
AAPL,2024-05-13,221.8997,39694475
AAPL,2024-05-14,218.0547,56511584
AAPL,2024-05-15,221.4998,60075985
AAPL,2024-05-16,219.5111,73488766
AAPL,2024-05-17,224.1804,77315710
AAPL,2024-05-20,226.0932,38556010
AAPL,2024-05-21,230.2112,58740129
AAPL,2024-05-22,225.1088,83442154
AAPL,2024-05-23,225.5185,34014402
AAPL,2024-05-24,224.1399,49094654
AAPL,2024-05-28,230.2022,57039688
AAPL,2024-05-29,233.0129,74104561
AAPL,2024-05-30,240.8123,66664585
AAPL,2024-05-31,247.2518,67395718
AAPL,2024-06-03,264.7558,117967316
AAPL,2024-06-04,263.9087,69799043
AAPL,2024-06-05,273.9053,41391669
AAPL,2024-06-06,270.3111,36325095
AAPL,2024-06-07,273.3813,40984533
AAPL,2024-06-10,259.8525,55224905
AAPL,2024-06-11,257.4728,71636167
AAPL,2024-06-12,252.0348,70605351
AAPL,2024-06-13,281.9422,91331606
AAPL,2024-06-14,288.0,47059952
AAPL,2024-06-17,304.4117,52100074
AAPL,2024-06-18,301.1681,46592627
AAPL,2024-06-20,305.0172,97424976
AAPL,2024-06-21,311.7328,44937650
AAPL,2024-06-24,310.7045,37084318
AAPL,2024-06-25,319.3522,48439242
AAPL,2024-06-26,309.2561,62317263
AAPL,2024-06-27,320.2588,42909744
AAPL,2024-06-28,314.3967,56077594
AAPL,2024-07-01,335.2083,87911327
AAPL,2024-07-02,315.8445,52596517
AAPL,2024-07-03,303.6144,52460916
AAPL,2024-07-05,298.3809,52977186
AAPL,2024-07-08,312.2039,62980237
AAPL,2024-07-09,295.3587,38940990
AAPL,2024-07-10,294.4538,44092609
AAPL,2024-07-11,297.4895,46428083
AAPL,2024-07-12,301.8745,166522174
AAPL,2024-07-15,322.0371,55054826
AAPL,2024-07-16,328.1576,78524771
AAPL,2024-07-17,341.8645,60574531
AAPL,2024-07-18,341.7665,57747217
AAPL,2024-07-19,329.8747,43836015
AAPL,2024-07-22,324.2857,49887819
AAPL,2024-07-23,320.0344,60520098
AAPL,2024-07-24,320.3964,52482034
AAPL,2024-07-25,319.8559,49174310
AAPL,2024-07-26,328.2617,70528374
AAPL,2024-07-29,330.3808,28709240
AAPL,2024-07-30,333.594,75753361
AAPL,2024-07-31,337.5154,83965767
AAPL,2024-08-01,333.2187,57919184
AAPL,2024-08-02,344.6865,49034864
AAPL,2024-08-05,347.4746,36251222
AAPL,2024-08-06,344.926,39519906
AAPL,2024-08-07,345.2217,62492570
AAPL,2024-08-08,357.5533,78864163
AAPL,2024-08-09,349.5056,49947236
AAPL,2024-08-12,352.5901,48942877
AAPL,2024-08-13,361.7676,46044638
AAPL,2024-08-14,365.4237,79775803
AAPL,2024-08-15,355.2842,91592420
AAPL,2024-08-16,355.9928,59747443
AAPL,2024-08-19,359.5294,41722745
AAPL,2024-08-20,370.9914,90325003
AAPL,2024-08-21,365.4587,52280015
AAPL,2024-08-22,370.9827,52527487
AAPL,2024-08-23,360.9828,55745294
AAPL,2024-08-26,360.65,65068992
AAPL,2024-08-27,365.2167,77788862
AAPL,2024-08-28,368.8421,70194757
AAPL,2024-08-29,365.6177,64980691
AAPL,2024-08-30,359.6675,83943107
AAPL,2024-09-03,354.9063,54204839
AAPL,2024-09-04,365.8684,62706802
AAPL,2024-09-05,354.3224,41174764
AAPL,2024-09-06,344.6958,55830882
AAPL,2024-09-09,327.7732,31985164
AAPL,2024-09-10,341.4972,48582447
AAPL,2024-09-11,336.2861,58922161
AAPL,2024-09-12,341.7905,60748723
AAPL,2024-09-13,339.3848,96260812
AAPL,2024-09-16,331.585,79181303
AAPL,2024-09-17,341.4628,53633134
AAPL,2024-09-18,348.5552,70873271
AAPL,2024-09-19,354.3293,52430189
AAPL,2024-09-20,358.7645,27073685
AAPL,2024-09-23,357.6207,53394182
AAPL,2024-09-24,364.8699,51543024
AAPL,2024-09-25,371.1285,49415094
AAPL,2024-09-26,372.1287,72762988
AAPL,2024-09-27,382.837,57063017
AAPL,2024-09-30,375.1607,47362963
AAPL,2024-10-01,378.0708,69941582
AAPL,2024-10-02,370.661,95284572
AAPL,2024-10-03,371.8539,42339126
AAPL,2024-10-04,368.6296,38381750
AAPL,2024-10-07,369.4193,51516742
AAPL,2024-10-08,365.9432,41052232
AAPL,2024-10-09,366.0247,75171829
AAPL,2024-10-10,370.8916,274414516
AAPL,2024-10-11,372.8534,49102560
AAPL,2024-10-14,372.7053,40521319
AAPL,2024-10-15,377.8722,64505114
AAPL,2024-10-16,380.592,65490977
AAPL,2024-10-17,379.0138,72725757
AAPL,2024-10-18,373.4514,48004972
AAPL,2024-10-21,370.5467,27522136
AAPL,2024-10-22,380.6121,89069303
AAPL,2024-10-23,363.9908,43848003
AAPL,2024-10-24,363.6254,55227803
AAPL,2024-10-25,366.6094,78415540
AAPL,2024-10-28,370.5934,51399133
AAPL,2024-10-29,360.4438,46005238
AAPL,2024-10-30,356.376,121382355
AAPL,2024-10-31,355.5308,74150675
AAPL,2024-11-01,352.4747,47817411
AAPL,2024-11-04,353.6869,50474486
AAPL,2024-11-05,356.0501,58818371
AAPL,2024-11-06,352.5497,63537507
AAPL,2024-11-07,360.584,71807846
AAPL,2024-11-08,354.51,63577681
AAPL,2024-11-11,355.3958,34065476
AAPL,2024-11-12,349.6074,69454662
AAPL,2024-11-13,354.9665,78340717
AAPL,2024-11-14,358.1708,29477530
AAPL,2024-11-15,355.977,52994191
AAPL,2024-11-18,364.791,40054252
AAPL,2024-11-19,377.9336,36608970
AAPL,2024-11-20,376.3353,37660875
AAPL,2024-11-21,370.8764,67918014
AAPL,2024-11-22,364.6727,54433017
AAPL,2024-11-25,362.1654,39357403
AAPL,2024-11-26,374.8604,94177433
AAPL,2024-11-27,371.1205,75979162
AAPL,2024-11-29,374.2457,52131301
AAPL,2024-12-02,379.9217,52219082
AAPL,2024-12-03,379.144,55933625
AAPL,2024-12-04,389.8379,46529800
AAPL,2024-12-05,393.5347,51884680
AAPL,2024-12-06,395.0386,43762770
AAPL,2024-12-09,394.8174,76517324
AAPL,2024-12-10,393.9618,51091430
AAPL,2024-12-11,405.8684,64844103
AAPL,2024-12-12,407.4513,35908241
AAPL,2024-12-13,400.2719,37970499
AAPL,2024-12-16,398.6683,38354962
AAPL,2024-12-17,401.6215,60557378
AAPL,2024-12-18,402.7301,64533230
AAPL,2024-12-19,399.3668,52710830
AAPL,2024-12-20,397.1067,42452741
AAPL,2024-12-23,396.8762,45786816
AAPL,2024-12-24,397.88,29699650
AAPL,2024-12-26,394.7019,40294690
AAPL,2024-12-27,388.1325,40548526
AAPL,2024-12-30,389.3763,45456547
AAPL,2024-12-31,403.3772,100790793
GS,2023-01-03,343.0,2029047
GS,2023-01-04,341.1083,1783437
GS,2023-01-05,343.7799,2421218
GS,2023-01-06,348.982,2126215
GS,2023-01-09,355.3154,5721589
GS,2023-01-10,362.121,4196611
GS,2023-01-11,374.841,4040394
GS,2023-01-12,368.0026,2564515
GS,2023-01-13,357.5121,1770109
GS,2023-01-17,362.24,2735133
GS,2023-01-18,358.1655,2071388
GS,2023-01-19,354.8356,1520781
GS,2023-01-20,356.9981,2177763
GS,2023-01-23,358.4378,1948053
GS,2023-01-24,356.7929,2339857
GS,2023-01-25,361.634,2338184
GS,2023-01-26,372.689,2493824
GS,2023-01-27,369.0979,2742893
GS,2023-01-30,352.2097,2664224
GS,2023-01-31,347.004,2609513
GS,2023-02-01,333.2911,3776365
GS,2023-02-02,327.7484,1953717
GS,2023-02-03,317.2541,2484666
GS,2023-02-06,322.8179,1769335
GS,2023-02-07,327.1993,2158849
GS,2023-02-08,326.7132,2807062
GS,2023-02-09,321.0893,2977153
GS,2023-02-10,327.057,1453302
GS,2023-02-13,332.0626,1768225
GS,2023-02-14,336.7021,2730205
GS,2023-02-15,333.4881,1993178
GS,2023-02-16,317.574,4072677
GS,2023-02-17,314.6241,2215809
GS,2023-02-21,314.2201,1369428
GS,2023-02-22,318.3628,2694873
GS,2023-02-23,324.4075,2348388
GS,2023-02-24,330.0459,1714617
GS,2023-02-27,336.3454,1909918
GS,2023-02-28,336.5335,2344006
GS,2023-03-01,333.7734,2203194
GS,2023-03-02,341.694,2730582
GS,2023-03-03,348.2544,1358446
GS,2023-03-06,354.6557,3058447
GS,2023-03-07,366.6447,3092695
GS,2023-03-08,360.6892,2241616
GS,2023-03-09,346.9464,2811537
GS,2023-03-10,339.4978,2748752
GS,2023-03-13,344.8755,1494047
GS,2023-03-14,337.5672,2246975
GS,2023-03-15,340.6823,1748427
GS,2023-03-16,340.3565,1524306
GS,2023-03-17,337.005,1771621
GS,2023-03-20,332.6465,1202021
GS,2023-03-21,339.7963,1948397
GS,2023-03-22,346.1365,2182401
GS,2023-03-23,339.1518,1952400
GS,2023-03-24,335.0077,3030255
GS,2023-03-27,329.9457,2353281
GS,2023-03-28,334.616,1752423
GS,2023-03-29,333.3712,2062238
GS,2023-03-30,324.2638,2212033
GS,2023-03-31,328.4374,2249223
GS,2023-04-03,348.0086,2941610
GS,2023-04-04,353.3011,2379592
GS,2023-04-05,365.0422,1813831
GS,2023-04-06,378.4394,2134259
GS,2023-04-10,385.906,2906861
GS,2023-04-11,379.438,8961970
GS,2023-04-12,379.5045,2391544
GS,2023-04-13,377.9617,1655879
GS,2023-04-14,377.2926,2050927
GS,2023-04-17,376.4645,1388635
GS,2023-04-18,370.5449,2529391
GS,2023-04-19,376.4189,2406550
GS,2023-04-20,375.5826,1837114
GS,2023-04-21,382.349,2445464
GS,2023-04-24,390.5542,2077387
GS,2023-04-25,391.8801,3103361
GS,2023-04-26,395.2329,2611218
GS,2023-04-27,403.7828,2334820
GS,2023-04-28,405.475,1629334
GS,2023-05-01,402.6675,2117134
GS,2023-05-02,409.6707,1713169
GS,2023-05-03,408.543,3074845
GS,2023-05-04,405.3204,2461165
GS,2023-05-05,392.2566,2122442
GS,2023-05-08,384.624,2033976
GS,2023-05-09,384.2559,2527290
GS,2023-05-10,378.1683,2414771
GS,2023-05-11,376.0522,2877980
GS,2023-05-12,374.6568,1640772
GS,2023-05-15,380.8299,2838727
GS,2023-05-16,370.6003,2195373
GS,2023-05-17,372.1177,2224952
GS,2023-05-18,366.7147,2590438
GS,2023-05-19,368.4368,1734947
GS,2023-05-22,382.7592,1870728
GS,2023-05-23,397.8103,2405151
GS,2023-05-24,388.8951,2156199
GS,2023-05-25,387.4466,2611359
GS,2023-05-26,398.328,2452478
GS,2023-05-30,396.7247,2689589
GS,2023-05-31,398.7322,2463461
GS,2023-06-01,402.9326,3354481
GS,2023-06-02,414.8392,2550571
GS,2023-06-05,420.7614,1993953
GS,2023-06-06,430.9472,1963460
GS,2023-06-07,444.3188,4194319
GS,2023-06-08,444.8338,2086131
GS,2023-06-09,455.2023,1764345
GS,2023-06-12,460.422,2917927
GS,2023-06-13,459.2531,3242236
GS,2023-06-14,461.6454,1785679
GS,2023-06-15,455.5555,2413681
GS,2023-06-16,437.1856,1452398
GS,2023-06-20,435.8376,2155849
GS,2023-06-21,435.8032,2298373
GS,2023-06-22,442.8765,2633497
GS,2023-06-23,450.3935,1887194
GS,2023-06-26,460.5923,1798816
GS,2023-06-27,472.9423,1949910
GS,2023-06-28,460.0789,2711945
GS,2023-06-29,447.0428,1385019
GS,2023-06-30,440.4461,2005820
GS,2023-07-03,419.2099,1658710
GS,2023-07-05,408.3406,1809810
GS,2023-07-06,420.1175,2020938
GS,2023-07-07,421.8344,2809026
GS,2023-07-10,427.1878,2640725
GS,2023-07-11,415.3665,2556199
GS,2023-07-12,397.6238,9454174
GS,2023-07-13,389.4224,2034918
GS,2023-07-14,396.7897,1565957
GS,2023-07-17,386.6759,1775395
GS,2023-07-18,370.0953,2275113
GS,2023-07-19,366.9366,2120994
GS,2023-07-20,376.0228,2294735
GS,2023-07-21,378.5934,2301694
GS,2023-07-24,375.931,1475085
GS,2023-07-25,380.2276,1450364
GS,2023-07-26,363.4398,2254048
GS,2023-07-27,359.1109,2144946
GS,2023-07-28,361.0231,2075798
GS,2023-07-31,352.8286,4255853
GS,2023-08-01,355.374,2780181
GS,2023-08-02,358.5246,2124639
GS,2023-08-03,359.08,1973627
GS,2023-08-04,356.2829,1646663
GS,2023-08-07,358.076,1777874
GS,2023-08-08,363.5777,3186888
GS,2023-08-09,381.4483,2733297
GS,2023-08-10,390.7598,2472659
GS,2023-08-11,387.0062,4913023
GS,2023-08-14,383.1549,1957135
GS,2023-08-15,388.7953,2110463
GS,2023-08-16,381.6135,1519756
GS,2023-08-17,374.69,2409071
GS,2023-08-18,369.3058,1648952
GS,2023-08-21,375.2816,1596134
GS,2023-08-22,380.9027,1691029
GS,2023-08-23,389.3746,2505686
GS,2023-08-24,378.6084,3025015
GS,2023-08-25,374.5895,1391238
GS,2023-08-28,384.3396,1974660
GS,2023-08-29,396.9063,2308071
GS,2023-08-30,406.3364,2536962
GS,2023-08-31,401.659,3025748
GS,2023-09-01,399.6531,1439057
GS,2023-09-05,405.8644,2390855
GS,2023-09-06,415.3075,2106309
GS,2023-09-07,409.0804,2681150
GS,2023-09-08,406.5633,1796789
GS,2023-09-11,401.6272,1759534
GS,2023-09-12,408.1808,1298402
GS,2023-09-13,411.3908,1800727
GS,2023-09-14,415.624,1898463
GS,2023-09-15,408.6882,1618417
GS,2023-09-18,405.8497,3072666
GS,2023-09-19,419.74,3439480
GS,2023-09-20,429.7865,2568525
GS,2023-09-21,456.619,2573544
GS,2023-09-22,455.3449,1261704
GS,2023-09-25,435.1975,2234510
GS,2023-09-26,434.3513,1816993
GS,2023-09-27,455.4356,1717993
